date,temperature_2m
2024-01-07 02:00:00,-2.6415
2024-01-07 03:00:00,-2.9415
2024-01-07 04:00:00,-3.4415
2024-01-07 05:00:00,-4.1415
2024-01-07 06:00:00,-4.3415003
2024-01-07 07:00:00,-4.3415003
2024-01-07 08:00:00,-3.8415
2024-01-07 09:00:00,-2.1415
2024-01-07 10:00:00,-1.3414999
2024-01-07 11:00:00,-1.0415
2024-01-07 12:00:00,-0.8915
2024-01-07 13:00:00,-0.3415
2024-01-07 14:00:00,-0.54150003
2024-01-07 15:00:00,-0.8915
2024-01-07 16:00:00,-1.0415
2024-01-07 17:00:00,-2.4915
2024-01-07 18:00:00,-3.8915
2024-01-07 19:00:00,-4.4915004
2024-01-07 20:00:00,-5.4415
2024-01-07 21:00:00,-6.7915
2024-01-07 22:00:00,-7.5415
2024-01-07 23:00:00,-7.6915
2024-01-08 00:00:00,-7.7415004
2024-01-08 01:00:00,-7.5915003
2024-01-08 02:00:00,-7.0915003
2024-01-08 03:00:00,-7.4415
2024-01-08 04:00:00,-8.841499
